Short,Name,URL
JP,Shujitsu Women's University,www.shujitsu.ac.jp
JP,Shukutoku University,www.shukutoku.ac.jp
JP,Shumei University,www.shumei-u.ac.jp
JP,Siebold University of Nagasaki,www.sun.ac.jp
JP,Soai University,www.soai.ac.jp
JP,Soka University,www.soka.ac.jp
JP,Sonoda Women's University,www.sonoda-u.ac.jp
JP,Sophia University,www.sophia.ac.jp
JP,St. Andrew's University,www.andrew.ac.jp
JP,St. Luke' s College of Nursing,www.slcn.ac.jp
JP,St. Marianna University School of Medicine,www.marianna-u.ac.jp
JP,Sugino Women's College,www.sugino.ac.jpdaiindex.html
JP,Sugiyama Jogakuen University,www.sugiyama-u.ac.jp
JP,Surugadai University,www.surugadai.ac.jp
JP,Suzuka International University,www.suzuka-iu.ac.jp
JP,Suzuka University of Medical Science,www.suzuka-u.ac.jp
JP,Taisho University,www.tais.ac.jp
JP,Takachiho University,www.takachiho.ac.jp
JP,Takamatsu University,www.takamatsu-u.ac.jp
JP,Takarazuka University of Art and Design,www.takara-univ.ac.jp
JP,Takasaki City University of Economics,www.tcue.ac.jp
JP,Takushoku University,www.takushoku-u.ac.jp
JP,Tama Art University,www.tamabi.ac.jp
JP,Tamagawa University,www.tamagawa.ac.jp
JP,Tama Institute of Management and Information Sciences,www.timis.ac.jp
JP,Teikyo Heisei University,www.teikyo-u.ac.jp
JP,Teikyo University of Science and Technology,www.ntu.ac.jp
JP,Temple University Japan,www.tuj.ac.jp
JP,Tenri University,www.tenri-u.ac.jp
JP,Tezukayama Gakuin University,www.tezuka-gu.ac.jp
JP,Tezukayama University,www.tezukayama-u.ac.jp
JP,Toho College of Music,www.toho-music.ac.jp
JP,Toho Gakuen School of Music,www.tohomusic.ac.jp
JP,Tohoku Bunka Gakuen University,www.tbgu.ac.jp
JP,Tohoku College of Pharmacy,www.tohoku-pharm.ac.jp
JP,Tohoku Fukushi University,www.tfu.ac.jp
JP,Tohoku Gakuin University,www.tohoku-gakuin.ac.jp
JP,Tohoku Institute of Technology,www.tohtech.ac.jp
JP,Tohoku University,www.tohoku.ac.jp
JP,Tohoku University of Art and Design,www.tuad.ac.jp
JP,Tohoku Women's College,www.tojo.ac.jp
JP,Toho University,www.toho-u.ac.jp
JP,Tohwa University,www.tohwa-u.ac.jp
JP,Toin University of Yokohama,www.toin.ac.jp
JP,Tokai Gakuen University,www.tokaigakuen-u.ac.jp
JP,Tokai University,www.u-tokai.ac.jp
JP,Tokai University Educational System,www.tokai.ac.jp
JP,Tokai Women's College,www.tokaijoshi-u.ac.jp
JP,Tokiwa University,www.tokiwa.ac.jp
JP,Tokoha Gakuen University,www.tokoha-u.ac.jp
JP,Tokushima Bunri University,www.bunri-u.ac.jp
JP,Tokushima University,www.tokushima-u.ac.jp
JP,Tokuyama University,www.tokuyama-u.ac.jp
JP,Tokyo College of Music,www.tokyo-ondai.ac.jp
JP,Tokyo Denki University,www.dendai.ac.jp
JP,Tokyo Dental College,www.tdc.ac.jp
JP,Tokyo Engineering University,www.teu.ac.jp
JP,Tokyo Gakugei University,www.u-gakugei.ac.jp
JP,Tokyo Institute of Polytechnics,www.t-kougei.ac.jp
JP,Tokyo Institute of Technology,www.titech.ac.jp
JP,Tokyo International University,www.tiu.ac.jp
JP,Tokyo Kasei University,www.tokyo-kasei.ac.jp
JP,Tokyo Keizai University,www.tku.ac.jp
JP,Tokyo Medical and Dental University,www.tmd.ac.jp
JP,Tokyo Medical College,www.tokyo-med.ac.jp
JP,Tokyo Metropolitan Institute of Technology,www.tmit.ac.jp
JP,Tokyo Metropolitan University,www.metro-u.ac.jp
JP,Tokyo Metropolitan University of Health Sciences,www.metro-hs.ac.jp
JP,Tokyo National University of Fine Arts and Music,www.geidai.ac.jp
JP,Tokyo University,www.u-tokyo.ac.jp
JP,Tokyo University of Agriculture,www.nodai.ac.jp
JP,Tokyo University of Agriculture and Technology,www.tuat.ac.jp
JP,Tokyo University of Art and Design,www.zokei.ac.jp
JP,Tokyo University of Fisheries,www.tokyo-u-fish.ac.jp
JP,Tokyo University of Foreign Studies,www.tufs.ac.jp
JP,Tokyo University of Information Sciences,www.tuis.ac.jp
JP,Tokyo University of Mercantile Marine,www.tosho-u.ac.jp
JP,Tokyo University of Pharmacy and Life Science,www.toyaku.ac.jp
JP,Tokyo Woman's Christian University,www.twcu.ac.jp
JP,Tokyo Women's College of Physical Education,www.twcpe.ac.jp
JP,Tokyo Women's Medial College,www.twmu.ac.jp
JP,Tomakomai Komazawa University,www.t-komazawa.ac.jp
JP,Tottori University,www.tottori-u.ac.jp
JP,Tottori University of Environmental Studies,www.kankyo-u.ac.jp
JP,Toyama Medical and Pharmaceutical University,www.toyama-mpu.ac.jp
JP,Toyama Prefectural University,www.pu-toyama.ac.jp
JP,Toyama University,www.toyama-u.ac.jp
JP,Toyama University of International Studies,www.tuins.ac.jp
JP,Toyo Eiwa Women's University,www.toyoeiwa.ac.jp
JP,Toyo Gakuen University,www.toyogakuen-u.ac.jp
JP,Toyohashi University of Technology,www.tut.ac.jp
JP,Toyota Technological Institute,www.toyota-ti.ac.jp
JP,Toyo University,www.toyo.ac.jp
JP,Tsuda College,www.tsuda.ac.jp
JP,Tsukuba University,www.tsukuba.ac.jp
JP,Tsurumi University,www.tsurumi-u.ac.jp
JP,Tsuru University,www.tsuru.ac.jp
JP,Ueno Gakuen College,www.uenogakuen.ac.jp
JP,United Nations University,www.unu.edu
JP,University of Aizu,www.u-aizu.ac.jp
JP,University of Bunkyo,www.u-bunkyo.ac.jp
JP,University of East Asia,www.toua-u.ac.jp
JP,University of Electro-Communications,www.uec.ac.jp
JP,University of Marketing and Distribution Sciences,www.umds.ac.jp
JP,"University of Occupational and Environmental Health, Japan",www.uoeh-u.ac.jp
JP,University of Shiga Prefecture,www.usp.ac.jp
JP,University of the Air,www.u-air.ac.jp
JP,University of the Ryukyus,www.u-ryukyu.ac.jp
JP,University of the Sacred Heart Tokyo,www.u-sacred-heart.ac.jp
JP,Utsunomiya University,www.utsunomiya-u.ac.jp
JP,Wakayama Medical College,www.wakayama-med.ac.jp
JP,Wakayama University,www.wakayama-u.ac.jp
JP,Wakkanai Hokusei Gakuen University,www.wakhok.ac.jp
JP,Wako University,www.wako.ac.jp
JP,Waseda University,www.waseda.ac.jp
JP,Wayo Women's University,www.wayo.ac.jp
JP,Women's College of Fine Arts,www.joshibi.ac.jp
JP,Yamagata University,www.yamagata-u.ac.jp
JP,Yamaguchi Prefectural University,www.yamaguchi-pu.ac.jp
JP,Yamaguchi University,www.yamaguchi-u.ac.jp
JP,Yamanashi Gakuin University,www.ygu.ac.jp
JP,Yamanashi Medical University,www.yamanashi-med.ac.jp
JP,Yamanashi University,www.yamanashi.ac.jp
JP,Yasuda Women's University,www.yasuda-u.ac.jp
JP,Yokkaichi University,www.yokkaichi-u.ac.jp
JP,Yokohama City University,www.yokohama-cu.ac.jp
JP,Yokohama College of Commerce,www.shodai.ac.jp
JP,Yokohama National University,www.ynu.ac.jp
KE,Adventist University of Africa,www.aua.ac.ke
KE,Africa International University,www.aiu.ac.ke
KE,Africa Nazarene University,www.anu.ac.ke
KE,Aga Khan University,www.aku.edu
KE,Catholic University of Eastern Africa,www.cuea.edu
KE,Chuka University,www.chuka.ac.ke
KE,Daystar University,www.daystar.ac.ke
KE, Dedan Kimathi University of Technology,www.dkut.ac.ke
KE,Egerton University,www.egerton.ac.ke
KE,Great Lakes University of Kisumu,www.gluk.ac.ke
KE,Gretsa Universtiy,www.gretsauniversity.ac.ke
KE,Inoorero University,www.iu.ac.ke
KE,Jaramogi Oginga Odinga University of Science and Technology,www.jooust.ac.ke
KE,Jomo Kenyatta University of Agriculture and Technology,www.jkuat.ac.ke
KE,Kabarak University,www.kabarak.ac.ke
KE,Karatina University,www.karatinauniversity.ac.ke
KE,Kenya College of Accountancy,www.kca.ac.ke
KE,Kenya Medical Training College,www.kmtc.ac.ke
KE,Kenya Methodist University,www.kemu.ac.ke
KE,Kenyatta University,www.ku.ac.ke
KE,Kiriri Womens University of Science and Technology,www.kwust.ac.ke
KE,Kisii University,www.kisiiuniversity.ac.ke
KE,Laikipia University,www.laikipia.ac.ke
KE,Maasai Mara University,www.mmarau.ac.ke
KE,Maseno University,www.maseno.ac.ke
KE,Masinde Muliro University of Science and Technology,www.mmust.ac.ke
KE,Meru University of Science and Technology,www.must.ac.ke
KE,Moi University,www.mu.ac.ke
KE,Mount Kenya University,www.mku.ac.ke
KE,Multimedia University of Kenya,www.mmu.ac.ke
KE,Nairobi Institute of Business Studies ,www.nibs.ac.ke
KE,Nairobi Technical Training Institute ,www.ntti.ac.ke
KE,Pan Africa Christian University,www.pacuniversity.ac.ke
KE,Pioneer International University,www.piu.ac.ke
KE,Presbyterian University of East Africa,www.puea.ac.ke
KE,Pwani University,www.pu.ac.ke
KE,Riara University School of Business and Law,www.riarauniversity.ac.ke
KE,Scott Christian University,www.scott.ac.ke
KE,South Eastern Kenya University,www.seku.ac.ke
KE,St. Pauls University,www.spu.ac.ke
KE,Strathmore University,www.strathmore.edu
KE,Technical University of Kenya,www.tukenya.ac.ke
KE,Technical University of Mombasa,www.tum.ac.ke
KE,United States International University,www.usiu.ac.ke
KE,"University of Eastern Africa, Baraton",www.ueab.ac.ke
KE,University of Eldoret,www.uoeld.ac.ke
KE,University of Kabianga,www.kabianga.ac.ke
KE,University of Nairobi,www.uonbi.ac.ke
KE,Uzima University College ,www.uzimauniversity.ac.ke
KE,Zetech College,www.zetechcollege.com
KG,American University of Central Asia,www.auca.kg
KG,Asian Medical Institute,www.asmi.edu.kg
KG,Bishkek Humanities University,www.bhu.kg
KG,International Ataturk Alatoo University,www.iaau.edu.kg
KG,International University of Kyrgyzstan,www.iuk.kg
KG,Jalalabad State University Kyrgyzstan,www.jasu.edu.kg
KG,Kyrgyz National Agrarian University,www.knau.kg
KG,Kyrgyz National University,www.university.kg
KG,Kyrgyz Russian Slavic University,www.krsu.edu.kg
KG,Kyrgyz State Technical University,www.kstu.kg
KG,"Kyrgyz State University of Construction, Transportation and Architecture",www.ksucta.kg
KG,Kyrgyz Turkish  Manas University,www.manas.kg
KG,"Medical Faculty, Osh State University",www.oshmed.com
KH,Angkor University,www.angkor.edu.kh
KH,Asia Europe University,www.aeu.edu.kh
KH,Build Bright University,www.bbu.edu.kh
KH,Cambodian Mekong University,www.mekong.edu.kh
KH,Cambodia University of Specialties,www.cus.edu.kh
KH,Chamreun University of Poly Technology,www.cup.edu.kh
KH,International University,www.iu.edu.kh
KH,National Institute of Education,www.ine.edu.kh
KH,National University of Management,www.num.edu.kh
KH,Norton University,www.norton.edu.kh
KH,Pannnasatra University of Cambodia,www.puc.edu.kh
KH,Royal University of Agriculture,www.rua.edu.kh
KH,Royal University of Fine Arts,www.rufa.edu.kh
KH,Royal University of Law and Economics,www.rule.edu.kh
KH,Royal University of Phnom Penh,www.rupp.edu.kh
KH,Svey Reong University,www.sru.edu.kh
KH,University of Cambodia,www.uc.edu.kh
KH,University of Health and Science,www.univ-sante.edu.kh
KH,University of Technology Phnom Penh,www.utpp.edu.kh
KH,Western University,www.western.edu.kh
KH,Zaman University,www.zamanuniversity.edu.kh
KN,International University for Graduate Studies,www.iugrad.edu.kn
KN,Ross University Caribbean School of Veterinary Medicine,www.rossu.eduveterinary-school
KN,St Theresa's Medical University,www.stmu.org
KN,University of Silvaner,www.unisilvaner.info
KN,Windsor University School of Medicine,www.windsor.edu
KP,Pyongyang University of Science and Technology,www.pust.net
KR,Ajou University,www.ajou.ac.kr
KR,Andong National University,www.andong.ac.kr
KR,Catholic University of Korea,www.cuk.ac.kr
KR,Catholic University of Pusan,www.cup.ac.kr
KR,Catholic University of Taegu-Hyosung,www.cataegu.ac.kr
KR,Changwon National University,www.changwon.ac.kr
KR,Cheju National University,www.cheju.ac.kr
KR,Cheju National University of Education,www.cheju-e.ac.kr
KR,Chinju National University,www.chinju.ac.kr
KR,Chinju National University of Education,www.chinju-e.ac.kr
KR,Chodang University,www.chodang.ac.kr
KR,Chonbuk National University,www.chonbuk.ac.kr
KR,Chonbuk Sanup University of Technology (Howon University),www.howon.ac.kr
KR,Chongju National University of Education,www.chongju-e.ac.kr
KR,Chongju University,www.chongju.ac.kr
KR,Chonju National University of Education,www.chonju-e.ac.kr
KR,Chonnam National University,www.chonnam.ac.kr
KR,Chosun University,www.chosun.ac.kr
KR,Chunchon National University of Education,www.cnue-e.ac.kr
KR,Chung-Ang University,www.cau.ac.kr
KR,Chungbuk National University,www.chungbuk.ac.kr
KR,Chung-Ju National University,www.chungju.ac.kr
KR,Chungnam National University,www.chungnam.ac.kr
KR,Daebul University,www.daebul.ac.kr
KR,Dankook University,www.dankook.ac.kr
KR,Dong-A University,www.donga.ac.kr
KR,Dongduk Women's University,www.dongduk.ac.kr
KR,Dong Eui University,www.dongeui.ac.kr
KR,Dongguk University,www.dongguk.ac.kr
KR,Dongseo University,www.dongseo.ac.kr
KR,Dongshin University,www.dongshinu.ac.kr
KR,Dong Yang University of Technology,www.dytc.ac.kr
KR,Duksung Women's University,www.duksung.ac.kr
KR,Ewha Women's University,www.ewha.ac.kr
KR,Gwangju Catholic College,www.gjcatholic.ac.kr
KR,Gyeongju University,www.gyeongju.ac.kr
KR,Gyeongsang National University,www.gsnu.ac.kr
KR,Halla University,www.halla.ac.kr
KR,Hallym University,www.hallym.ac.kr
KR,Hankuk Aviation University,www.hangkong.ac.kr
KR,Hankuk University of Foreign Studies,www.hufs.ac.kr
KR,Hankyong National University,www.hknu.ac.kr
KR,Hannam University,www.hannam.ac.kr
KR,Hansei University,www.hansei.ac.kr
KR,Hanseo University,www.hanseo.ac.kr
KR,Hanshin University,www.hanshin.ac.kr
KR,Hansung University Seoul,www.hansung.ac.kr
KR,Hanyang University,www.hanyang.ac.kr
KR,Honam University,www.honam.ac.kr
KR,Hongik University,www.hongik.ac.kr
KR,Hoseo University,www.hoseo.ac.kr
KR,Hyupsung University,www.hyupsung.ac.kr
KR,Inchon National University of Education,www.inchon-e.ac.kr
KR,Inchon University,www.inchon.ac.kr
KR,Information and Communications University,www.icu.ac.kr
KR,Inha University,www.inha.ac.kr
KR,Inje University,www.inje.ac.kr
KR,Jeonju University,www.jeonju.ac.kr
KR,Kangnam University,www.kangnam.ac.kr
KR,Kangnung National University,www.kangnung.ac.kr
KR,Kangwon National University,www.kangwon.ac.kr
KR,Kaya University,www.kaya.ac.kr
KR,KDI School of Public Policy and Management,www.kdischool.ac.kr
KR,Keimyung University,www.keimyung.ac.kr
KR,Kongju National University,www.kyongju.ac.kr
KR,Kongju National University of Education,www.kongju-e.ac.kr
KR,Konkuk University,www.konkuk.ac.kr
KR,Konyang University,www.konyang.ac.kr
KR,Kookmin University,www.kookmin.ac.kr
KR,Korea Advanced Institute of Science & Technology,www.kaist.ac.kr
KR,Korea Maritime University,www.kmaritime.ac.kr
KR,Korea National Open University,www.knou.ac.kr
KR,Korea National University of Arts,www.knua.ac.kr
KR,Korea National University of Education,www.knue.ac.kr
KR,Korea National University of Physical Education,www.knupe.ac.kr
KR,Korea University,www.korea.ac.kr
KR,Kosin University,www.kosin.ac.kr
KR,Kumoh National University of Technology,www.kumoh.ac.kr
KR,Kunsan National University,www.kunsan.ac.kr
KR,Kwan Dong University,www.kwandong.ac.kr
KR,Kwangju National University of Education,www.kwangju-e.ac.kr
KR,Kwangju University,www.kwangju.ac.kr
KR,Kwangwoon University,www.kwangwoon.ac.kr
KR,Kyonggi University,www.kyonggi.ac.kr
KR,Kyongju University,www.kyongju.ac.kr
KR,Kyunghee University,www.kyunghee.ac.kr
KR,Kyungil University,www.kyungil.ac.kr
KR,Kyungnam University,www.kyungnam.ac.kr
KR,Kyungpook National University,www.kyungpook.ac.kr
KR,Kyungsung University,www.kyungsung.ac.kr
KR,Kyungwon University,www.kyungwon.ac.kr
KR,Miryang National University,www.miryang.ac.kr
KR,Mokpo National Maritime University,www.mmu.ac.kr
KR,Mokpo National University,www.mokpo.ac.kr
KR,Mokwon University Taejon,www.mokwon.ac.kr
KR,Myongji University,www.myongji.ac.kr
KR,Paichai University,www.paichai.ac.kr
KR,Pohang University of Science and Technology,www.postech.ac.kr
KR,Pukyong National University,www.pknu.ac.kr
KR,Pusan National University,www.pusan.ac.kr
KR,Pusan National University of Education,www.pusan-e.ac.kr
KR,Pusan University of Foreign Studies,www.pufs.ac.kr
KR,Pusan Women's University,www.pwc.ac.kr
KR,Pyongtaek University ,www.ptuniv.ac.kr
KR,Sahmyook University,www.syu.ac.kr
KR,Samchok National University,www.samchok.ac.kr
KR,Sang Ji University,www.sangji.ac.kr
KR,Sang Myung University,www.sangmyung.ac.kr
KR,Sejong University,www.sejong.ac.kr
KR,Semyung University,www.semyung.ac.kr
KR,Seokyeong University,www.skuniv.ac.kr
KR,Seokyeong University,www.seokyeong.ac.kr
KR,Seonam University,www.seonam.ac.kr
KR,Seoul City University,www.uos.ac.kr
KR,Seoul National University,www.snu.ac.kr
KR,Seoul National University of Education,www.seoul-e.ac.kr
KR,Seoul National University of Technology,www.snut.ac.kr
KR,Seoul Teological University,www.stu.ac.kr
KR,Seoul Women's University,www.swu.ac.kr
KR,Seowon University,www.seowon.ac.kr
KR,Silla University,www.silla.ac.kr
KR,Sogang University,www.sogang.ac.kr
KR,Sookmyung Women's University,www.sookmyung.ac.kr
KR,Soonchunhyang University,www.sch.ac.kr
KR,Soongsil University,www.soongsil.ac.kr
KR,Sunchon National University,www.sunchon.ac.kr
KR,Sungkyul University,www.sungkyul.ac.kr
KR,Sung Kyun Kwan University,www.skku.ac.kr
KR,Sungshin Women's University,www.sungshin.ac.kr
KR,Sunmoon University,www.sunmoon.ac.kr
KR,Suwon Catholic University,www.suwoncatholic.ac.kr
KR,Suwon University,www.suwon.ac.kr
KR,Taegu National University of Education,www.taegu-e.ac.kr
KR,Taegu University,www.taegu.ac.kr
KR,Taejon National University of Technology,www.tnut.ac.kr
KR,Taejon University,www.taejon.ac.kr
KR,Taeshin Christian University,www.taeshin.ac.kr
KR,Tongmyung University of Information Technology,www.tit.ac.kr
KR,Ulsan University,www.ulsan.ac.kr
KR,University of Science and Technology,www.ust.ac.kr
KR,Wonkwang University,www.wonkwang.ac.kr
KR,Woosuk University,www.woosuk.ac.kr
KR,Yeungnam University,www.yeungnam.ac.kr
KR,Yonsei University,www.yonsei.ac.kr
KR,Yosu National University,www.yosu.ac.kr
KW,American University of Kuwait ,www.auk.edu.kw
KW,American University of Middle East,www.aum.edu.kw
KW,"Arab Open University, Kuwait Branch",www.aou.edu.kw
KW,Australlian College of Kuwait ,www.ackonline.com
KW,Gulf University for Science and Technology,www.gust.edu.kw
KW,Kuwait International Law School,www.kilaw.edu.kw
KW,Kuwait Maastricht Business School,www.kmbs.edu.kw
KW,Kuwait University,www.kuniv.edu.kw
KY,International College of the Cayman Islands,www.icci.edu.ky
KY,St. Matthews University,www.stmatthews.edu
KZ,Abai State University,www.kaznpu.kz
KZ,Abylai Khan University,www.ablaikhan.kz
KZ,Aktau State University,www.aktsu.kz
KZ,Al-Farabi Kazakh National University,www.kaznu.kz
KZ,Atyrau State University,www.atgu.kz
KZ,East Kazakhstan State University,www.vkgu.kz
KZ,East Kazakstan State Technical University,www.ektu.kz
KZ,Eurasian Institute of market,www.eurazir.kz
KZ,International Kazakh-Turkish University,www.turkistan.kz
KZ,Karaganda State Buketov University,www.ksu.kz
KZ,Karaganda State Technical University,www.kstu.kz
KZ,Kazak American University,www.kau.kz
KZ,Kazakh British Technical University,www.kbtu.kz
KZ,"Kazakhstan Institute of Management, Economics, and Strategic Research",www.kimep.kz
KZ,Kazak National Technical University,www.kazntu.kz
KZ,Kazak State University of Agriculture,www.agriun.almaty.kz
KZ,Kostanai State University,www.ksu.kst.kz
KZ,L.N. Gumilyov Eurasian National University,www.enu.kz
KZ,North Kazakhstan State University,www.nkzu.kz
KZ,Pavlodar University,www.psu.kz
KZ,Semey State Medical University,www.sgma.kz
KZ,Semey State University,www.semgu.kz
KZ,Suleyman Demirel University,www.sdu.edu.kz
KZ,Turar Ryskulov Kazakh Economic University,www.kazeu.kz
KZ,University of International Business,www.uib.kz
KZ,Western Kazakhstan Agricultural University,www.wkau.kz
KZ,Zhetysu State University ,www.zhgu.kz
KZ,Zhezkazgan Baikonurov University,www.zhezu.kz
LA,National University of Laos,www.nuol.edu.la
LA,Soutsaka Institute of management and Technology,www.simt.edu.la
LB,Al Imam Al-Ouzai University,www.wakf.org
LB,Al-Islah University,www.islahonline.org
LB,Al-Manar University,www.mut.edu.lb
LB,American University College of Technology,www.aut.edu
LB,American University of Beirut,www.aub.edu.lb
LB,American University of Science and Technology,www.aust.edu.lb
LB,Arab Open University,www.arabou-lb.edu.lb
LB,"Arts, Sciences and Technology University",www.aul.edu.lb
LB,Balamand University,www.balamand.edu.lb
LB,Beirut Arab University,www.bau.edu.lb
LB,Business & Computer University College,www.hu.edu.lb
LB,Centre Universitaire de Technologie,www.cut.edu.lb
LB,Global University,www.gu.edu.lb
LB,Haigazian University,www.haigazian.edu.lb
LB,Hariri Canadian University,www.hariricanadian.edu.lb
LB,Holy Spirit University of Kaslik,www.usek.edu.lb
LB,Jinan University,www.jinan.edu.lb
LB,Lebanese American University,www.lau.edu.lb
LB,Lebanese International University,www.liu.edu.lb
LB,Lebanese University,www.ul.edu.lb
LB,Matn University,www.matnu.edu.lb
LB,Near East School of Theology,www.theonest.edu.lb
LB,Notre Dame University,www.ndu.edu.lb
LB,St. Joseph University Beirut,www.usj.edu.lb
LC,Spartan University of Health Sciences,www.spartanmed.org
LI,Internationle Akademie für Philosophie,www.iap.li
LI,Universität Liechtenstein,www.uni.li
LK,Arthur C Clarke Institute of Modern Technologies,www.accimt.ac.lk
LK,Buddhasravaka Bhikshu University,www.bbu.ac.lk
LK,Buddhist and Pali University of Sri Lanka,www.bpu.ac.lk
LK,Eastern University of Sri Lanka,www.esn.ac.lk
LK,Horizon College of Business and Technology,www.horizoncampus.edu.lk
LK,Kotelawala Defence University,www.kdu.ac.lk
LK,Open University of Sri Lanka,www.ou.ac.lk
LK,Postgraduate Institute of Agriculture (PGIA),www.pgia.ac.lk
LK,Postgraduate Institute of Pali & Buddhist Studies (University of Kelaniya),www.kln.ac.lkinstitutespgipbs
LK,Rajarata University of Sri Lanka,www.rjt.ac.lk
LK,Sabaragamuwa University of Sri Lanka,www.sab.ac.lk
LK,South Asian Institute of Technology And Medicine (SAITM) ,www.saitm.edu.lk
LK,South Eastern University of Sri Lanka,www.seu.ac.lk
LK,Sri Lanka Institute of Advanced Technical Education,www.sliate.net
LK,Sri Lanka Institute of Information Technology (SLIT),www.sliit.lk
LK,University of Colombo,www.cmb.ac.lk
LK,University of Jaffna,www.jfn.ac.lk
LK,University of Kelaniya,www.kln.ac.lk
LK,University of Moratuwa,www.mrt.ac.lk
LK,University of Peradeniya,www.pdn.ac.lk
LK,University of Ruhuna,www.ruh.ac.lk
LK,University of Sri Jayawardenapura,www.sjp.ac.lk
LK,University of the Visual & Performing Arts,www.vpa.ac.lk
LK,Uva Wellassa University,www.uwu.ac.lk
LK,Wayamba University of Sri Lanka ,www.wyb.ac.lk
LR,University of Liberia,www.universityliberia.org
LS,National University of Lesotho,www.nul.ls
LT,International School of Management,www.ism.lt
LT,Kaunas Medical Academy,info.kma.lt
LT,Kaunas University of Technology,www.ktu.lt
LT,Klaipeda University,www.ku.lt
LT,Lithuania Christian College,www.lcc.lt
LT,Lithunian Academy of Music and Theatre,www.lmta.lt
LT,Lithunian Institute of Physical Education,www.lkka.lt
LT,Lithunian University of Agriculture,www.lzua.lt
LT,Lithunian Veterinary Academy,www.lva.lt
LT,Military academy of Lithuania,www.lka.lt
LT,Mykolo Romerio university,www.mruni.eu
LT,Siauliai University,www.su.lt
LT,Vilnius Academy of Arts,www.mch.mii.ltmorevda
LT,Vilnius Gediminas Technical University,www.vgtu.lt
LT,Vilnius Pedagogical University,www.vpu.lt
LT,Vilnius University,www.vu.lt
LT,Vytautas Magnus University,www.vdu.lt
LU,International University Institute of Luxembourg,www.iuil.lu
LU,University of Luxemburg,www.uni.lu
LV,Baltic International Academy,www.bsa.edu.lv
LV,Daugavpils University,www.dau.lv
LV,Higher School of Psychology,www.psy.lv
LV,Latvian Academy of Arts,www.lma.lv
LV,Latvian Academy of Culture,www.lka.edu.lv
LV,Latvian Academy of Music,www.lmuza.lvacademy
LV,Latvian Academy of Sports Education,lspa.lanet.lv
LV,Latvian Maritime Academy,www.lama.lv
LV,Latvian University of Agriculture,www.llu.lv
LV,Liepaja Pedagogical Higher School,www.cs.lpu.lv
LV,Medical Academy of Latvia,www.aml.lv
LV,National Defence Academy of Latvia,www.mil.lv
LV,Police Academy of Latvia,www.polak.edu.lv
LV,Rezekne Higher School,www.ru.lv
LV,Riga Aviation University,www.rau.lv
LV,Riga Teacher Training and Educational Management Academy,www.rpiva.lv
LV,Riga Technical University,www.rtu.lv
LV,School of Business and Finance,www.ba.lv
LV,Stockholm School of Economics in Riga,www.sseriga.edu.lv
LV,Transport and Telecommunication Institute,www.tsi.lv
LV,University of Latvia,www.lu.lv
LV,Vidzeme University College,www.va.lv
LY,Al-Asmarya University for Islamic Studies,www.asmarya.edu.ly
LY,Al-Jabal Al-Gharbi University,www.jgu.edu.ly
LY,Elmergib University,www.elmergib.edu.ly
LY,Libyan International Medical University (LIMU),www.limu.edu.ly
LY,Libya Open University,www.libopenuniv-edu.org
LY,Omar Al-Mukhtar University,www.omu.edu.ly
LY,Sebha University,www.sebhau.edu.ly
LY,Sirte University,www.su.edu.ly
LY,University of Benghazi,www.uob.edu.ly
LY,University of Tripoli,www.uot.edu.ly
LY,Zawiya University,www.zu.edu.ly
MA,Al Akhawayn University,www.aui.ma
MA,Ecole des Hautes Etudes Commerciales MAROC,www.hec.ac.ma
MA,Ecole des Hautes Etudes en Gestion Informatique et Communication,www.edhec.ac.ma
MA,Ecole Mohammadia d'Ingénieurs,www.emi.ac.ma
MA,Ecole National d'Agriculture de Meknes,www.enameknes.ac.ma
MA,Ecole Nationale d'Architecture,www.archi.ac.ma
MA,Ecole Supérieure de Commerce et des Affaires,www.esca.ac.ma
MA,Ecole Superieure des Télécommunications,www.suptelecom.net.ma
MA,Ecole Supérieure d'Informatique et de Management,www.hightech.edu
MA,Institut des Hautes Etudes de Management,www.hem.ac.ma
MA,Institute of Management and Business Technology,www.imbt.ma
MA,Institut National des Postes et Télécommunications,www.inpt.ac.ma
MA,Institut Supérieur de Commerce et d'Administration des Entreprises,www.groupeiscae.ma
MA,Institut Supérieur de Management et de Technologie (MATCI),www.matci.ac.ma
MA,International Institute for Higher Education,www.iihem.ac.ma
MA,ISFORT - Institut de Formation en Technologie Alimentaire,www.isfort.ac.ma
MA,Université Abdelmalek Essadi,www.uae.ac.ma
MA,Université Cadi Ayyad,www.ucam.ac.ma
MA,Université Chouaib Doukkali,www.ucd.ac.ma
MA,Université Hassan Ier - Settat,www.uh1.ac.ma
MA,Université Hassan II - Aïn Chock,www.rectorat-uh2c.ac.ma
MA,Université Hassan II - Mohammadia,www.uh2m.ac.ma
MA,Université Ibn Toufail,www.univ-ibntofail.ac.ma
MA,Université Ibn Zohr Agadir,www.esta.ac.ma
MA,Université Mohammed Ier,www.univ-oujda.ac.ma
MA,Université Mohammed V - Agdal,www.um5a.ac.ma
MA,Université Mohammed V - Souissi,www.um5s.ac.ma
MA,Université Moulay Ismail Meknès,www.rumi.ac.ma
MA,Université Sidi Mohammed Ben Abdellah,www.usmba.ac.ma
MC,University of Southern Europe (Monaco Business School),www.riviera.frusehome.htm
MD,Academy of Economic Studies of Moldova,www.ase.md
MD,"Balti State University ""Alecu Russo""",www.usb.md
MD,Comrat State University,www.kdu.md
